graph,database,method,dependency,m5_max_inc_count,m6_avg_inc_count,m7_minimality,m7_minimality_no_clusters,m7_minimality_no_matches
$S_\text{Ts-1}$,Neo4J,denormalized,(gcged)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.112546125461,0.0002961786926530165,542,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,"(x:TrainService:date&number&operator)-[gffdg:STOPS_AT]->(dggaa)::x.number,x.date\determ x.operator",61,9.482481869293036,0.10545713347202453,192629,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,"(bbeea)-[s:STOPS_AT:departure&stopid]->(st)::s.departure,s.stopid\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-1}$,Neo4J,denormalized,(aaggf)-[s:STOPS_AT:stopid]->(bdgce)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.005232856942624,0.9947943564213266,192629,193637
$S_\text{Ts-1}$,Neo4J,all,"(x9:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x9.Tsdate,x9.Tsnumber\determ x9",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Neo4J,all,(x7:Snametcode:Tcode&Sname)::x7.Sname\determ x7,1,1.0,1.0,542,542
$S_\text{Ts-1}$,Neo4J,all,(x4:Tstopid:S&Tstopid)::x4.Tstopid\determ x4,1,1.0,1.0,1632800,1632800
$S_\text{Ts-1}$,Neo4J,all,"(x1:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x1.Tsdate,x1.Tsnumber\determ x1",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Neo4J,denormalized,"(gafaf)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-1}$,Neo4J,denormalized,"(x:TrainService:date&number&operator)-[efgag:STOPS_AT]->(gdeba)::x.number,x.date\determ x.operator",61,9.482481869293036,0.10545713347202453,192629,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,(eadfb)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.112546125461,0.0002961786926530165,542,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.005232856942624,0.9947943564213266,192629,193637
$S_\text{Ts-1}$,Neo4J,denormalized,(ceaba)-[s:STOPS_AT:stopid]->(aeacb)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Neo4J,node-left,"(x2:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x2.Tsdate,x2.Tsnumber\determ x2",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Neo4J,node-left,"(x4:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x4.Tsdate,x4.Tsnumber\determ x4",1,1.0,1.0,192629,192629
$S_\text{Ts-1}$,Neo4J,node-left,(x0:Snametcode:Tcode&Sname)::x0.Sname\determ x0,1,1.0,1.0,542,542
$S_\text{Ts-1}$,Neo4J,denormalized,(cbagc)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.112546125461,0.0002961786926530165,542,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,"(bcaeg)-[s:STOPS_AT:departure&stopid]->(st)::s.departure,s.stopid\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,"(x:TrainService:date&number&operator)-[dbgae:STOPS_AT]->(fgbbg)::x.number,x.date\determ x.operator",61,9.482481869293036,0.10545713347202453,192629,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,(accde)-[s:STOPS_AT:stopid]->(fgdfg)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-1}$,Neo4J,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-1}$,Neo4J,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.005232856942624,0.9947943564213266,192629,193637
$S_\text{Ts-1}$,Neo4J,edge-left,(x0:Tstopid:S&Tstopid)::x0.Tstopid\determ x0,1,1.0,1.0,1632800,1632800
$S_\text{Ts-2}$,Neo4J,denormalized,"(cbbce)-[s:STOPS_AT:departure&stopid]->(st)::s.departure,s.stopid\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,(cbagc)-[s:STOPS_AT:stopid]->(ebccb)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,(eddaa)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.112546125461,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,(ebegb)-[t:STOPS_AT:code]->(s:Station:name)::t.code\determ s.name,40675,3370.112546125461,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-2}$,Neo4J,denormalized,"(x:TrainService:date&number&operator)-[decec:STOPS_AT]->(dceeg)::x.date,x.number\determ x.operator",61,9.482481869293036,0.10545713347202453,192629,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.005232856942624,0.9947943564213266,192629,193637
$S_\text{Ts-2}$,Neo4J,all,"(x10:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x10.Tsdate,x10.Tsnumber\determ x10",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Neo4J,all,(x3:Tstopid:S&Tstopid)::x3.Tstopid\determ x3,1,1.0,1.0,1632800,1632800
$S_\text{Ts-2}$,Neo4J,all,(x4:Snametcode:Tcode&Sname)::x4.Sname\determ x4,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Neo4J,all,(x2:Snametcode:Tcode&Sname)::x2.Tcode\determ x2,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Neo4J,all,"(x8:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x8.Tsnumber,x8.Tsdate\determ x8",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Neo4J,denormalized,(cdaeb)-[t:STOPS_AT:code]->(s:Station:name)::t.code\determ s.name,40675,3370.112546125461,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,"(ts:TrainService:date&number&type)::ts.date,ts.number\determ ts.type",3,1.005232856942624,0.9947943564213266,192629,193637
$S_\text{Ts-2}$,Neo4J,denormalized,(bcabe)-[s:STOPS_AT:stopid]->(bfgef)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,"(x:TrainService:date&number&operator)-[acddc:STOPS_AT]->(aafdc)::x.number,x.date\determ x.operator",61,9.482481869293036,0.10545713347202453,192629,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-2}$,Neo4J,denormalized,(agace)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.112546125461,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,"(gaecb)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Neo4J,node-left,"(x5:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x5.Tsnumber,x5.Tsdate\determ x5",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Neo4J,node-left,(x6:Snametcode:Tcode&Sname)::x6.Sname\determ x6,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Neo4J,node-left,"(x3:Tsdatetsnumbertstype:Tsdate&Tstype&Tsnumber)::x3.Tsdate,x3.Tsnumber\determ x3",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Neo4J,denormalized,(ffbba)-[s:STOPS_AT:stopid]->(aegea)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,(bgfdc)-[t:STOPS_AT:code]->(s:Station:name)::t.code\determ s.name,40675,3370.112546125461,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,"(x:TrainService:date&number&operator)-[daeea:STOPS_AT]->(efbfa)::x.number,x.date\determ x.operator",61,9.482481869293036,0.10545713347202453,192629,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,"(agcce)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Neo4J,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-2}$,Neo4J,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.005232856942624,0.9947943564213266,192629,193637
$S_\text{Ts-2}$,Neo4J,denormalized,(dcdfe)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.112546125461,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Neo4J,edge-left,(x0:Tstopid:S&Tstopid)::x0.Tstopid\determ x0,1,1.0,1.0,1632800,1632800
$S_\text{Ts-2}$,Neo4J,edge-left,(x1:Snametcode:Tcode&Sname)::x1.Tcode\determ x1,1,1.0,1.0,542,542
$S_\text{Off-1}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-1}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Neo4J,all,(x1:EcountriesecountryCodes:Ecountries&EcountryCodes)::x1.Ecountries\determ x1,1,1.0,1.0,858,858
$S_\text{Off-1}$,Neo4J,all,(x3:EcountriesecountryCodes:Ecountries&EcountryCodes)::x3.EcountryCodes\determ x3,1,1.0,1.0,858,858
$S_\text{Off-1}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-1}$,Neo4J,node-left,(x1:EcountriesecountryCodes:Ecountries&EcountryCodes)::x1.Ecountries\determ x1,1,1.0,1.0,858,858
$S_\text{Off-1}$,Neo4J,node-left,(x3:EcountriesecountryCodes:Ecountries&EcountryCodes)::x3.EcountryCodes\determ x3,1,1.0,1.0,858,858
$S_\text{Off-1}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-1}$,Neo4J,edge-left,(e:Entity:jurisdiction_description&service_provider&countries&country_codes)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Neo4J,edge-left,(e:Entity:jurisdiction_description&service_provider&countries&country_codes)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,all,"(x9:EcountriesecountryCodesevalidUntil:Ecountries&EvalidUntil&EcountryCodes)::x9.EcountryCodes,x9.EvalidUntil\determ x9",1,1.0,1.0,1455,1455
$S_\text{Off-2}$,Neo4J,all,"(x1:EcountriesecountryCodesevalidUntil:Ecountries&EvalidUntil&EcountryCodes)::x1.Ecountries,x1.EvalidUntil\determ x1",1,1.0,1.0,1455,1455
$S_\text{Off-2}$,Neo4J,all,"(x5:EcountriesecountryCodesejurisdictionDescription:Ecountries&EcountryCodes&EjurisdictionDescription)::x5.Ecountries,x5.EjurisdictionDescription\determ x5",1,1.0,1.0,2185,2185
$S_\text{Off-2}$,Neo4J,all,"(x7:EcountriesecountryCodesesourceID:Ecountries&EcountryCodes&EsourceID)::x7.EsourceID,x7.EcountryCodes\determ x7",1,1.0,1.0,1439,1439
$S_\text{Off-2}$,Neo4J,all,"(x3:EcountriesecountryCodesesourceID:EsourceID&EcountryCodes&Ecountries)::x3.Ecountries,x3.EsourceID\determ x3",1,1.0,1.0,1439,1439
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.country_codes\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.country_codes\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,node-left,"(x9:EcountriesecountryCodesevalidUntil:Ecountries&EvalidUntil&EcountryCodes)::x9.EcountryCodes,x9.EvalidUntil\determ x9",1,1.0,1.0,1455,1455
$S_\text{Off-2}$,Neo4J,node-left,"(x1:EcountriesecountryCodesesourceID:EsourceID&Ecountries&EcountryCodes)::x1.Ecountries,x1.EsourceID\determ x1",1,1.0,1.0,1439,1439
$S_\text{Off-2}$,Neo4J,node-left,"(x3:EcountriesecountryCodesesourceID:EsourceID&Ecountries&EcountryCodes)::x3.EsourceID,x3.EcountryCodes\determ x3",1,1.0,1.0,1439,1439
$S_\text{Off-2}$,Neo4J,node-left,"(x7:EcountriesecountryCodesejurisdictionDescription:Ecountries&EcountryCodes&EjurisdictionDescription)::x7.EjurisdictionDescription,x7.Ecountries\determ x7",1,1.0,1.0,2185,2185
$S_\text{Off-2}$,Neo4J,node-left,"(x5:EcountriesecountryCodesevalidUntil:Ecountries&EvalidUntil&EcountryCodes)::x5.Ecountries,x5.EvalidUntil\determ x5",1,1.0,1.0,1455,1455
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.countries,e.valid_until\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.countries\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.country_codes\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.country_codes,e.valid_until\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.sourceID,e.country_codes\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.sourceID,e.countries\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Neo4J,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.valid_until,e.countries\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.valid_until\determ e.sourceID,213634,12528.369230769224,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&service_provider&sourceID)::e.service_provider\determ e.valid_until,e.sourceID",470258,162868.8,0.000209985227355058,172,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,all,(x7:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x7.EvalidUntil\determ x7,1,1.0,1.0,3,3
$S_\text{Off-3}$,Neo4J,all,(x1:EcountriesecountryCodes:Ecountries&EcountryCodes)::x1.EcountryCodes\determ x1,1,1.0,1.0,858,858
$S_\text{Off-3}$,Neo4J,all,(x3:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x3.EsourceID\determ x3,1,1.0,1.0,3,3
$S_\text{Off-3}$,Neo4J,all,(x9:EcountriesecountryCodes:Ecountries&EcountryCodes)::x9.Ecountries\determ x9,1,1.0,1.0,858,858
$S_\text{Off-3}$,Neo4J,all,(x5:EserviceProvideresourceID:EsourceID&EserviceProvider)::x5.EserviceProvider\determ x5,1,1.0,1.0,4,4
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&service_provider&sourceID)::e.service_provider\determ e.sourceID,e.valid_until",470258,162868.8,0.000209985227355058,172,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.valid_until\determ e.sourceID,213634,12528.369230769224,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.countries\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,node-left,(x7:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x7.EvalidUntil\determ x7,1,1.0,1.0,3,3
$S_\text{Off-3}$,Neo4J,node-left,(x1:EcountriesecountryCodes:Ecountries&EcountryCodes)::x1.EcountryCodes\determ x1,1,1.0,1.0,858,858
$S_\text{Off-3}$,Neo4J,node-left,(x3:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x3.EsourceID\determ x3,1,1.0,1.0,3,3
$S_\text{Off-3}$,Neo4J,node-left,(x9:EcountriesecountryCodes:Ecountries&EcountryCodes)::x9.Ecountries\determ x9,1,1.0,1.0,858,858
$S_\text{Off-3}$,Neo4J,node-left,(x5:EserviceProvideresourceID:EsourceID&EserviceProvider)::x5.EserviceProvider\determ x5,1,1.0,1.0,4,4
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.9306666666667,0.0027617355340440086,2250,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&service_provider&sourceID)::e.service_provider\determ e.sourceID,e.valid_until",470258,162868.8,0.000209985227355058,172,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.valid_until\determ e.sourceID,213634,12528.369230769224,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238695,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Neo4J,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.country_codes\determ e.countries",175888,543.620827770362,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.countries\determ e.country_codes,309353,738.2991840435155,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.valid_until\determ e.sourceID,213634,12528.369230769224,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.service_provider\determ e.sourceID,470258,162868.8,2.7015643285446058e-05,23,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Neo4J,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.country_codes\determ e.countries,309353,738.9691470054453,0.0013556940994151113,1105,814344
$S_\text{Uni-1}$,Neo4J,denormalized,(c:Course)<-[t:TEACHES:usingBook]-(gbbed)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-1}$,Neo4J,all,(c:Course:TusingBook)::c\determ c.TusingBook,1,1.0,1.0,1,1
$S_\text{Uni-1}$,Neo4J,denormalized,(c:Course)<-[t:TEACHES:usingBook]-(ddaeb)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-1}$,Neo4J,node-left,(c:Course:TusingBook)::c\determ c.TusingBook,1,1.0,1.0,1,1
$S_\text{Uni-1}$,Neo4J,denormalized,(c:Course)<-[t:TEACHES:usingBook]-(decbg)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-1}$,Neo4J,edge-left,(c:Course)<-[t:TEACHES:usingBook]-(egdba)::c\determ t.usingBook,3,3.0,0.0,1,3
